﻿início_do_intervalo,fim_do_intervalo,intervalo_concluído,tipo_de_mídia,id_da_fila,nome_da_fila,oferta,resposta,%_de_resposta,vma,%_de_nível_de_serviço,tempo_médio_de_espera,tratamento_médio,conversação_média,espera_média,tpc_médio,em_espera
28/06/25 11:00,28/06/25 11:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 11:30,28/06/25 12:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 12:00,28/06/25 12:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 12:30,28/06/25 13:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 13:00,28/06/25 13:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 13:30,28/06/25 14:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 14:00,28/06/25 14:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 14:30,28/06/25 15:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 15:00,28/06/25 15:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 15:30,28/06/25 16:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 16:00,28/06/25 16:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 16:30,28/06/25 17:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 17:00,28/06/25 17:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 17:30,28/06/25 18:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 18:00,28/06/25 18:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 18:30,28/06/25 19:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 19:00,28/06/25 19:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 19:30,28/06/25 20:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 20:00,28/06/25 20:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 20:30,28/06/25 21:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 21:00,28/06/25 21:30,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 21:30,28/06/25 22:00,VERDADEIRO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 22:00,28/06/25 22:30,FALSO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 22:30,28/06/25 23:00,FALSO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 23:00,28/06/25 23:30,FALSO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 23:30,29/06/25 00:00,FALSO,email,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 00:00,28/06/25 00:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 00:30,28/06/25 01:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 01:00,28/06/25 01:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 01:30,28/06/25 02:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 02:00,28/06/25 02:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 02:30,28/06/25 03:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 03:00,28/06/25 03:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 03:30,28/06/25 04:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 04:00,28/06/25 04:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 04:30,28/06/25 05:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 05:00,28/06/25 05:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 05:30,28/06/25 06:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 06:00,28/06/25 06:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 06:30,28/06/25 07:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 07:00,28/06/25 07:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 07:30,28/06/25 08:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,,,,,,,,,,,
28/06/25 08:00,28/06/25 08:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,18.0,18.0,1.0, 00:00:00.171,1.0, 00:00:00.171, 00:14:28.227, 00:07:52.445, 00:07:11.619, 00:00:00.131,11.0
28/06/25 08:30,28/06/25 09:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,34.0,34.0,1.0, 00:00:00.159,1.0, 00:00:00.159, 00:14:52.973, 00:09:59.440, 00:06:14.913, 00:00:00.121,18.0
28/06/25 09:00,28/06/25 09:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,35.0,35.0,1.0, 00:00:00.160,1.0, 00:00:00.160, 00:17:12.091, 00:09:45.652, 00:07:54.208, 00:00:00.125,32.0
28/06/25 09:30,28/06/25 10:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,43.0,43.0,1.0, 00:00:00.147,1.0, 00:00:00.147, 00:16:35.031, 00:10:29.582, 00:06:41.858, 00:00:00.123,30.0
28/06/25 10:00,28/06/25 10:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,49.0,49.0,1.0, 00:00:00.810,1.0, 00:00:00.810, 00:18:41.110, 00:09:53.685, 00:09:07.981, 00:00:00.122,51.0
28/06/25 10:30,28/06/25 11:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,51.0,51.0,1.0, 00:00:00.148,1.0, 00:00:00.148, 00:17:38.804, 00:10:34.353, 00:07:52.820, 00:00:00.125,35.0
28/06/25 11:00,28/06/25 11:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,53.0,53.0,1.0, 00:00:00.690,1.0, 00:00:00.690, 00:17:53.574, 00:09:15.379, 00:08:58.274, 00:00:00.232,51.0
28/06/25 11:30,28/06/25 12:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,48.0,48.0,1.0, 00:00:00.149,1.0, 00:00:00.149, 00:21:47.948, 00:10:02.271, 00:12:30.524, 00:00:00.183,47.0
28/06/25 12:00,28/06/25 12:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,46.0,46.0,1.0, 00:00:00.155,1.0, 00:00:00.155, 00:20:15.142, 00:08:24.036, 00:12:24.817, 00:00:00.144,42.0
28/06/25 12:30,28/06/25 13:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,42.0,42.0,1.0, 00:00:00.163,1.0, 00:00:00.163, 00:18:05.009, 00:09:19.772, 00:09:04.145, 00:00:00.184,55.0
28/06/25 13:00,28/06/25 13:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,39.0,39.0,1.0, 00:00:00.158,1.0, 00:00:00.158, 00:16:37.222, 00:11:55.557, 00:07:57.368, 00:00:00.139,23.0
28/06/25 13:30,28/06/25 14:00,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,28.0,28.0,1.0, 00:00:00.159,1.0, 00:00:00.159, 00:18:17.937, 00:13:18.498, 00:08:14.498, 00:00:00.136,23.0
28/06/25 14:00,28/06/25 14:30,VERDADEIRO,mensagem,59b8462e-6fb1-4fdc-b010-e2c80b1b25ad; 89311e6f-a2a9-4c1e-88b8-52f244b1a3c7; e67962a4-c0fd-4a1b-a337-5c5c90070d6b; e4cb2e7c-9ffc-4051-b0ef-57e3aa5db123,Atendimento - Chat LIA; FILA_CALM_RECHAMADA_WHATSAPP; CALM_CONCIERGE_WHATSAPP; CALM - WhatsApp,13.0,13.0,1.0, 00:00:00.148,1.0, 00:00:00.148, 00:16:46.689, 00:14:52.403, 00:03:59.710, 00:00:00.138,10.0
